,FXE,FXE,FXE,FXE,FXE,FXE,FXF,FXF,FXF,FXF,FXF,FXF,FXY,FXY,FXY,FXY,FXY,FXY,GBTC,GBTC,GBTC,GBTC,GBTC,GBTC
,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,135.16941833496094,139.19000244140625,139.82000732421875,139.02000427246094,139.7100067138672,1252200,102.17658996582031,102.2300033569336,102.47000122070312,102.06999969482422,102.37999725341797,70200.0,122.47000122070312,122.47000122070312,122.9800033569336,122.30999755859375,122.83999633789062,469800.0,,,,,,
2010-10-26,134.0526123046875,138.0399932861328,138.41000366210938,137.77000427246094,138.22000122070312,774100,100.64738464355469,100.69999694824219,101.1500015258789,100.41999816894531,101.13999938964844,154600.0,121.37999725341797,121.37999725341797,121.83999633789062,121.16999816894531,121.6500015258789,346700.0,,,,,,
2010-10-27,133.20779418945312,137.1699981689453,137.74000549316406,136.85000610351562,137.69000244140625,1235800,100.08767700195312,100.13999938964844,100.51000213623047,99.94999694824219,100.51000213623047,175300.0,121.05999755859375,121.05999755859375,121.36000061035156,120.94999694824219,121.36000061035156,371300.0,,,,,,
2010-10-28,134.76156616210938,138.77000427246094,138.9199981689453,138.27000427246094,138.39999389648438,1725700,100.86726379394531,100.91999816894531,101.20999908447266,100.68000030517578,100.86000061035156,93600.0,122.08999633789062,122.08999633789062,122.31999969482422,121.91999816894531,122.0199966430664,369400.0,,,,,,
2010-10-29,134.68386840820312,138.69000244140625,138.80999755859375,138.22000122070312,138.3800048828125,1240900,100.75732421875,100.80999755859375,100.95999908447266,100.33999633789062,100.55999755859375,100100.0,122.93000030517578,122.93000030517578,122.97000122070312,122.47000122070312,122.55000305175781,249000.0,,,,,,
2010-11-01,134.37213134765625,138.36000061035156,139.0,138.13999938964844,138.80999755859375,871000,99.85779571533203,99.91000366210938,100.56999969482422,99.5,100.5199966430664,121100.0,122.73999786376953,122.73999786376953,123.0999984741211,122.43000030517578,123.08000183105469,130300.0,,,,,,
2010-11-02,135.73175048828125,139.75999450683594,140.05999755859375,139.52000427246094,139.74000549316406,696900,101.24707794189453,101.30000305175781,101.62000274658203,101.04000091552734,101.04000091552734,72100.0,122.62000274658203,122.62000274658203,122.63999938964844,122.38999938964844,122.4800033569336,95300.0,,,,,,
2010-11-03,136.6446533203125,140.6999969482422,141.66000366210938,139.42999267578125,139.72000122070312,3049700,102.18658447265625,102.23999786376953,102.25,101.08000183105469,101.13999938964844,140700.0,121.91000366210938,121.91000366210938,122.30999755859375,121.27999877929688,121.8499984741211,419500.0,,,,,,
2010-11-04,137.4215850830078,141.5,142.27999877929688,141.3300018310547,141.9499969482422,2869200,103.4459228515625,103.5,103.70999908447266,102.69000244140625,102.69000244140625,244100.0,122.66999816894531,122.66999816894531,122.73999786376953,122.45999908447266,122.47000122070312,227600.0,,,,,,
2010-11-05,135.7997589111328,139.8300018310547,140.6699981689453,139.72999572753906,140.3699951171875,1151700,103.1160888671875,103.16999816894531,103.62999725341797,103.02999877929688,103.18000030517578,193600.0,121.62999725341797,121.62999725341797,122.12000274658203,121.48999786376953,121.9000015258789,193700.0,,,,,,
2010-11-08,134.67315673828125,138.6699981689453,138.97999572753906,138.36000061035156,138.7899932861328,1009000,102.6263427734375,102.68000030517578,103.02999877929688,102.62999725341797,102.95999908447266,58200.0,121.87000274658203,121.87000274658203,121.94000244140625,121.73999786376953,121.76000213623047,131300.0,,,,,,
2010-11-09,133.31356811523438,137.27000427246094,138.99000549316406,137.0,138.8699951171875,1571800,102.39646911621094,102.44999694824219,103.48999786376953,102.30000305175781,103.12999725341797,83300.0,120.86000061035156,120.86000061035156,122.70999908447266,120.66999816894531,122.69999694824219,341900.0,,,,,,
2010-11-10,133.28443908691406,137.24000549316406,137.5,136.19000244140625,137.08999633789062,1883200,102.0766372680664,102.12999725341797,102.2699966430664,101.58999633789062,102.19999694824219,109300.0,120.19999694824219,120.19999694824219,120.47000122070312,119.48999786376953,120.08000183105469,452100.0,,,,,,
2010-11-11,132.1481170654297,136.07000732421875,136.6199951171875,135.85000610351562,136.61000061035156,1602900,101.64685821533203,101.69999694824219,102.3499984741211,101.3499984741211,102.33000183105469,106800.0,119.87999725341797,119.87999725341797,120.26000213623047,119.76000213623047,120.2300033569336,123000.0,,,,,,
2010-11-12,132.46861267089844,136.39999389648438,137.22999572753906,136.08999633789062,136.89999389648438,2756300,101.17710876464844,101.2300033569336,101.88999938964844,101.12999725341797,101.79000091552734,67700.0,120.0,120.0,120.2300033569336,119.69999694824219,120.11000061035156,112800.0,,,,,,
2010-11-15,131.28378295898438,135.17999267578125,136.14999389648438,135.1300048828125,136.08999633789062,2564100,100.50745391845703,100.55999755859375,101.1500015258789,100.55000305175781,101.1500015258789,114300.0,118.87999725341797,118.87999725341797,119.5999984741211,118.83000183105469,119.5999984741211,220200.0,,,,,,
2010-11-16,130.47772216796875,134.35000610351562,135.61000061035156,133.9600067138672,135.47000122070312,1825900,99.53795623779297,99.58999633789062,100.72000122070312,99.41000366210938,100.62999725341797,104900.0,118.72000122070312,118.72000122070312,119.12000274658203,118.33999633789062,119.02999877929688,231800.0,,,,,,
2010-11-17,130.76901245117188,134.64999389648438,135.1300048828125,134.58999633789062,134.6199951171875,1294600,99.8478012084961,99.9000015258789,100.33999633789062,99.9000015258789,100.0999984741211,65700.0,118.68000030517578,118.68000030517578,119.12999725341797,118.68000030517578,118.7699966430664,189400.0,,,,,,
2010-11-18,131.86648559570312,135.77999877929688,135.9600067138672,135.33999633789062,135.6999969482422,1095200,99.43802642822266,99.48999786376953,100.44000244140625,99.22000122070312,100.4000015258789,88800.0,118.44999694824219,118.44999694824219,118.8499984741211,118.04000091552734,118.77999877929688,192000.0,,,,,,
2010-11-19,132.42979431152344,136.36000061035156,136.38999938964844,135.8000030517578,136.25,1235500,99.98773193359375,100.04000091552734,100.05000305175781,99.22000122070312,99.54000091552734,136100.0,118.51000213623047,118.51000213623047,118.56999969482422,118.3499984741211,118.5199966430664,104000.0,,,,,,
2010-11-22,131.79852294921875,135.7100067138672,136.11000061035156,135.27000427246094,135.9199981689453,1150700,100.19762420654297,100.25,100.31999969482422,99.7699966430664,100.27999877929688,45500.0,118.80000305175781,118.80000305175781,118.81999969482422,118.44000244140625,118.45999908447266,77300.0,,,,,,
2010-11-23,129.3899383544922,133.22999572753906,134.25999450683594,133.10000610351562,134.1699981689453,1789700,99.4580078125,99.51000213623047,100.30000305175781,99.44999694824219,100.29000091552734,141000.0,118.91999816894531,118.91999816894531,119.4800033569336,118.87999725341797,119.02999877929688,299600.0,,,,,,
2010-11-24,128.93353271484375,132.75999450683594,133.6999969482422,132.61000061035156,133.36000061035156,961600,99.53795623779297,99.58999633789062,100.18000030517578,99.44999694824219,100.0,52400.0,118.30000305175781,118.30000305175781,118.86000061035156,118.20999908447266,118.69999694824219,111500.0,,,,,,
2010-11-26,128.17599487304688,131.97999572753906,132.1199951171875,131.6300048828125,131.91000366210938,525400,98.87831115722656,98.93000030517578,99.04000091552734,98.72000122070312,99.0,68000.0,117.68000030517578,117.68000030517578,117.83999633789062,117.47000122070312,117.83999633789062,87000.0,,,,,,
2010-11-29,126.9620590209961,130.72999572753906,130.75999450683594,130.14999389648438,130.50999450683594,1218800,99.14815521240234,99.19999694824219,99.23999786376953,98.80000305175781,98.88999938964844,66800.0,117.43000030517578,117.43000030517578,117.44000244140625,117.16000366210938,117.25,93000.0,,,,,,
2010-11-30,125.57327270507812,129.3000030517578,129.9600067138672,129.22999572753906,129.25,1819000,98.81834411621094,98.87000274658203,99.7699966430664,98.8499984741211,99.2300033569336,79000.0,118.16000366210938,118.16000366210938,118.48999786376953,118.12000274658203,118.4000015258789,157800.0,,,,,,
2010-12-01,127.09803009033203,130.8699951171875,131.33999633789062,130.0,130.55999755859375,3604700,98.86832427978516,98.91999816894531,99.26000213623047,98.6500015258789,98.75,65200.0,117.5199966430664,117.5199966430664,117.79000091552734,117.11000061035156,117.23999786376953,205900.0,,,,,,
2010-12-02,127.9720458984375,131.77000427246094,131.97000122070312,130.55999755859375,130.61000061035156,4190900,99.83780670166016,99.88999938964844,100.31999969482422,99.12999725341797,99.12999725341797,97200.0,117.87000274658203,117.87000274658203,118.44999694824219,117.4000015258789,117.45999908447266,185200.0,,,,,,
2010-12-03,129.72987365722656,133.5800018310547,133.6699981689453,132.77000427246094,133.0399932861328,2980200,101.62687683105469,101.68000030517578,101.81999969482422,101.0999984741211,101.33999633789062,62400.0,119.55999755859375,119.55999755859375,119.6500015258789,119.16999816894531,119.58999633789062,401900.0,,,,,,
2010-12-06,128.8170166015625,132.63999938964844,132.82000732421875,132.0800018310547,132.24000549316406,1483800,100.96720886230469,101.0199966430664,101.08999633789062,100.4800033569336,100.55000305175781,34000.0,119.6500015258789,119.6500015258789,119.76000213623047,119.4000015258789,119.4000015258789,101900.0,,,,,,
2010-12-07,128.41880798339844,132.22999572753906,133.4199981689453,132.14999389648438,133.35000610351562,1504900,100.36752319335938,100.41999816894531,101.41000366210938,100.38999938964844,101.41000366210938,34500.0,118.43000030517578,118.43000030517578,119.41000366210938,118.25,119.37999725341797,545300.0,,,,,,
2010-12-08,128.32168579101562,132.1300048828125,132.27000427246094,131.5399932861328,131.75999450683594,623900,100.48747253417969,100.54000091552734,100.68000030517578,100.19999694824219,100.37000274658203,24400.0,117.7300033569336,117.7300033569336,117.83999633789062,117.29000091552734,117.62000274658203,232500.0,,,,,,
2010-12-09,128.09829711914062,131.89999389648438,132.00999450683594,131.14999389648438,131.86000061035156,721400,100.80729675292969,100.86000061035156,101.08999633789062,100.48999786376953,100.5999984741211,49400.0,118.12999725341797,118.12999725341797,118.3499984741211,117.63999938964844,117.95999908447266,145600.0,,,,,,
2010-12-10,127.99147033691406,131.7899932861328,131.91000366210938,131.27999877929688,131.69000244140625,441200,101.13713073730469,101.19000244140625,101.23999786376953,100.80000305175781,100.9000015258789,38700.0,117.7699966430664,117.7699966430664,117.94000244140625,117.72000122070312,117.8499984741211,60500.0,,,,,,
2010-12-13,129.5745086669922,133.4199981689453,133.8300018310547,132.57000732421875,132.6300048828125,1039200,102.41647338867188,102.47000122070312,102.7699966430664,101.69999694824219,101.7699966430664,168600.0,118.51000213623047,118.51000213623047,118.95999908447266,118.0,118.19000244140625,196600.0,,,,,,
2010-12-14,129.45794677734375,133.3000030517578,133.89999389648438,133.1199951171875,133.58999633789062,912500,103.27601623535156,103.33000183105469,103.69999694824219,102.87000274658203,102.87000274658203,183900.0,118.12000274658203,118.12000274658203,118.87000274658203,118.0199966430664,118.56999969482422,156300.0,,,,,,
2010-12-15,127.89436340332031,131.69000244140625,133.13999938964844,131.60000610351562,132.8800048828125,1743100,102.386474609375,102.44000244140625,103.44000244140625,102.30000305175781,103.30999755859375,124100.0,117.36000061035156,117.36000061035156,118.01000213623047,116.98999786376953,117.87999725341797,283900.0,,,,,,
2010-12-16,128.07888793945312,131.8800048828125,131.99000549316406,131.32000732421875,131.86000061035156,721800,102.80625915527344,102.86000061035156,102.86000061035156,101.93000030517578,102.27999877929688,163200.0,117.66000366210938,117.66000366210938,117.69999694824219,117.12000274658203,117.37999725341797,158700.0,,,,,,
2010-12-17,127.5738525390625,131.36000061035156,131.85000610351562,130.83999633789062,131.8300018310547,1261700,102.19656372070312,102.25,102.88999938964844,102.06999969482422,102.88999938964844,116800.0,117.9000015258789,117.9000015258789,117.91999816894531,117.43000030517578,117.70999908447266,130100.0,,,,,,
2010-12-20,126.9620590209961,130.72999572753906,131.19000244140625,130.4499969482422,131.13999938964844,722700,102.73629760742188,102.79000091552734,102.93000030517578,102.58000183105469,102.87000274658203,49200.0,118.06999969482422,118.06999969482422,118.19999694824219,117.94000244140625,118.1500015258789,81000.0,,,,,,
2010-12-21,126.68040466308594,130.44000244140625,131.1300048828125,130.24000549316406,131.0800018310547,1014500,103.34597778320312,103.4000015258789,103.63999938964844,103.22000122070312,103.56999969482422,70700.0,118.08000183105469,118.08000183105469,118.2300033569336,117.83999633789062,118.19000244140625,56900.0,,,,,,
2010-12-22,126.70953369140625,130.47000122070312,130.52000427246094,130.27999877929688,130.44000244140625,306100,104.15555572509766,104.20999908447266,104.33999633789062,103.63999938964844,103.75,97000.0,118.33000183105469,118.33000183105469,118.47000122070312,118.12999725341797,118.41999816894531,294100.0,,,,,,
2010-12-23,126.90377807617188,130.6699981689453,130.89999389648438,130.05999755859375,130.11000061035156,520400,103.40593719482422,103.45999908447266,103.48999786376953,102.6500015258789,103.25,192400.0,119.18000030517578,119.18000030517578,119.29000091552734,118.93000030517578,118.97000122070312,141400.0,,,,,,
2010-12-27,127.30194091796875,131.0800018310547,131.0800018310547,130.75,131.0,388800,103.2060546875,103.26000213623047,103.33000183105469,102.95999908447266,103.16999816894531,179000.0,119.31999969482422,119.31999969482422,119.43000030517578,119.19000244140625,119.3499984741211,120500.0,,,,,,
2010-12-28,126.90377807617188,130.6699981689453,131.39999389648438,130.44000244140625,131.3800048828125,580000,104.16554260253906,104.22000122070312,104.56999969482422,104.06999969482422,104.52999877929688,150000.0,119.9000015258789,119.9000015258789,120.62000274658203,119.88999938964844,120.48999786376953,367700.0,,,,,,
2010-12-29,127.91383361816406,131.7100067138672,131.88999938964844,130.77999877929688,130.91000366210938,567400,104.68527221679688,104.73999786376953,104.88999938964844,104.23999786376953,104.29000091552734,95700.0,121.11000061035156,121.11000061035156,121.16000366210938,120.4800033569336,120.56999969482422,158300.0,,,,,,
2010-12-30,128.53536987304688,132.35000610351562,132.6199951171875,132.02999877929688,132.44000244140625,492600,105.91462707519531,105.97000122070312,105.9800033569336,105.43000030517578,105.58999633789062,157600.0,121.19999694824219,121.19999694824219,121.31999969482422,120.7699966430664,121.30999755859375,159500.0,,,,,,
2010-12-31,129.2540283203125,133.08999633789062,133.6999969482422,132.80999755859375,133.19000244140625,632500,106.19449615478516,106.25,107.0,105.80000305175781,106.2300033569336,202100.0,121.75,121.75,122.12999725341797,121.45999908447266,121.55000305175781,148700.0,,,,,,
2011-01-03,129.137451171875,132.97000122070312,133.4199981689453,132.52999877929688,132.8300018310547,1169200,106.10453796386719,106.16000366210938,106.36000061035156,105.80000305175781,105.97000122070312,271100.0,120.93000030517578,120.93000030517578,121.27999877929688,120.93000030517578,121.16000366210938,169900.0,,,,,,
2011-01-04,128.6324005126953,132.4499969482422,133.50999450683594,132.38999938964844,133.47999572753906,961300,104.45539093017578,104.51000213623047,105.05000305175781,104.16000366210938,105.05000305175781,153900.0,120.47000122070312,120.47000122070312,121.01000213623047,120.19000244140625,120.38999938964844,215700.0,,,,,,
2011-01-05,127.26309967041016,131.0399932861328,131.3800048828125,130.75,130.86000061035156,802900,102.59636688232422,102.6500015258789,102.94000244140625,102.37999725341797,102.80999755859375,185900.0,118.72000122070312,118.72000122070312,119.05999755859375,118.55000305175781,118.81999969482422,388300.0,,,,,,
2011-01-06,125.90345764160156,129.63999938964844,130.72999572753906,129.4600067138672,130.67999267578125,2825100,102.71629333496094,102.7699966430664,103.0199966430664,102.6500015258789,103.0199966430664,48100.0,118.62999725341797,118.62999725341797,119.18000030517578,118.55999755859375,119.13999938964844,204300.0,,,,,,
2011-01-07,124.88368225097656,128.58999633789062,129.60000610351562,128.52999877929688,129.25,1531600,102.49642944335938,102.55000305175781,102.94000244140625,102.52999877929688,102.66999816894531,68000.0,119.02999877929688,119.02999877929688,119.29000091552734,118.68000030517578,118.69000244140625,181000.0,,,,,,
2011-01-10,125.32074737548828,129.0399932861328,129.10000610351562,128.4199981689453,128.6199951171875,1255900,102.44644165039062,102.5,102.58999633789062,101.93000030517578,102.18000030517578,84000.0,119.4800033569336,119.4800033569336,119.51000213623047,119.0999984741211,119.16000366210938,137500.0,,,,,,
2011-01-11,125.55384826660156,129.27999877929688,129.41000366210938,128.52999877929688,128.97999572753906,900200,101.79678344726562,101.8499984741211,102.29000091552734,101.36000061035156,102.27999877929688,100200.0,118.77999877929688,118.77999877929688,119.02999877929688,118.41000366210938,119.02999877929688,164500.0,,,,,,
2011-01-12,127.01056671142578,130.77999877929688,130.9199981689453,129.7100067138672,129.8800048828125,2024500,102.52639770507812,102.58000183105469,102.61000061035156,101.88999938964844,102.22000122070312,62400.0,119.13999938964844,119.13999938964844,119.33999633789062,118.5,118.61000061035156,79400.0,,,,,,
2011-01-13,129.1277313232422,132.9600067138672,133.27999877929688,132.44000244140625,132.58999633789062,2956400,102.70630645751953,102.76000213623047,103.12999725341797,102.56999969482422,103.02999877929688,59700.0,119.37000274658203,119.37000274658203,119.5999984741211,119.22000122070312,119.44000244140625,100000.0,,,,,,
2011-01-14,129.36085510253906,133.1999969482422,133.47000122070312,132.6199951171875,132.99000549316406,914300,102.78626251220703,102.83999633789062,103.12999725341797,102.5999984741211,102.70999908447266,36500.0,119.08999633789062,119.08999633789062,119.86000061035156,119.0,119.47000122070312,106100.0,,,,,,
2011-01-18,129.4482421875,133.2899932861328,134.10000610351562,133.00999450683594,133.5399932861328,1006200,102.83625030517578,102.88999938964844,103.7699966430664,102.70999908447266,103.3499984741211,49100.0,119.5999984741211,119.5999984741211,119.9000015258789,119.3499984741211,119.62000274658203,87400.0,,,,,,
2011-01-19,130.3028564453125,134.1699981689453,134.6199951171875,133.9499969482422,134.60000610351562,1660400,103.76575469970703,103.81999969482422,104.0999984741211,103.19000244140625,103.29000091552734,76500.0,120.45999908447266,120.45999908447266,120.76000213623047,120.33000183105469,120.3499984741211,209500.0,,,,,,
2011-01-20,130.34176635742188,134.2100067138672,134.35000610351562,133.41000366210938,133.94000244140625,1042400,102.4664306640625,102.5199966430664,103.08000183105469,102.38999938964844,102.98999786376953,88900.0,119.05999755859375,119.05999755859375,119.58000183105469,118.91999816894531,119.56999969482422,176900.0,,,,,,
2011-01-21,131.72079467773438,135.6300048828125,135.6999969482422,134.83999633789062,134.9499969482422,2248700,103.39594268798828,103.44999694824219,103.55000305175781,103.22000122070312,103.22000122070312,42600.0,119.69000244140625,119.69000244140625,119.7300033569336,119.41000366210938,119.51000213623047,236900.0,,,,,,
2011-01-24,132.00241088867188,135.9199981689453,136.30999755859375,135.3000030517578,135.3699951171875,1430200,104.42540740966797,104.4800033569336,104.6500015258789,103.81999969482422,103.81999969482422,50800.0,119.83000183105469,119.83000183105469,120.08000183105469,119.41000366210938,119.44000244140625,552300.0,,,,,,
2011-01-25,132.3520965576172,136.27999877929688,136.49000549316406,135.3800048828125,135.47000122070312,946200,105.12503814697266,105.18000030517578,105.2699966430664,104.69999694824219,105.05999755859375,34900.0,120.16000366210938,120.16000366210938,120.5,119.58000183105469,119.86000061035156,231800.0,,,,,,
2011-01-26,132.42002868652344,136.35000610351562,136.5399932861328,135.8800048828125,136.2100067138672,1009300,105.05508422851562,105.11000061035156,105.63999938964844,104.80999755859375,104.98999786376953,58200.0,120.11000061035156,120.11000061035156,120.33999633789062,119.5,120.33999633789062,51100.0,,,,,,
2011-01-27,132.9153594970703,136.86000061035156,137.0399932861328,136.27000427246094,136.8800048828125,1059600,104.78520965576172,104.83999633789062,105.1500015258789,104.56999969482422,105.1500015258789,106100.0,119.23999786376953,119.23999786376953,119.41000366210938,118.98999786376953,119.41000366210938,345700.0,,,,,,
2011-01-28,131.6625518798828,135.57000732421875,136.6300048828125,135.3000030517578,136.3800048828125,906700,105.17501831054688,105.2300033569336,105.2699966430664,104.83999633789062,104.88999938964844,108500.0,120.31999969482422,120.31999969482422,120.54000091552734,119.91999816894531,119.91999816894531,96700.0,,,,,,
2011-01-31,132.4491729736328,136.3800048828125,136.85000610351562,136.08999633789062,136.52999877929688,1036100,104.95512390136719,105.01000213623047,105.80000305175781,104.93000030517578,105.3499984741211,89900.0,120.41999816894531,120.41999816894531,120.62999725341797,120.30999755859375,120.41000366210938,138000.0,,,,,,
2011-02-01,133.80882263183594,137.77999877929688,137.88999938964844,136.77000427246094,137.13999938964844,1947700,105.92462158203125,105.9800033569336,106.16000366210938,104.83000183105469,105.23999786376953,120100.0,121.47000122070312,121.47000122070312,121.51000213623047,120.68000030517578,121.05000305175781,89100.0,,,,,,
2011-02-02,133.58544921875,137.5500030517578,137.72999572753906,137.1300048828125,137.3800048828125,581500,105.3849105834961,105.44000244140625,105.94999694824219,105.0,105.94999694824219,75700.0,121.19999694824219,121.19999694824219,121.29000091552734,120.75,121.2699966430664,47700.0,,,,,,
2011-02-03,131.88592529296875,135.8000030517578,136.24000549316406,135.58999633789062,136.17999267578125,1217900,104.78520965576172,104.83999633789062,105.13999938964844,104.08000183105469,104.47000122070312,57100.0,121.13999938964844,121.13999938964844,121.37000274658203,120.45999908447266,120.77999877929688,128700.0,,,,,,
2011-02-04,131.4585723876953,135.36000061035156,135.4499969482422,134.89999389648438,135.27000427246094,1065100,103.77574920654297,103.83000183105469,103.97000122070312,103.30000305175781,103.8499984741211,83200.0,120.19999694824219,120.19999694824219,120.98999786376953,119.83000183105469,120.86000061035156,122600.0,,,,,,
2011-02-07,131.4391326904297,135.33999633789062,135.47000122070312,134.55999755859375,134.61000061035156,367000,103.7057876586914,103.76000213623047,103.8499984741211,103.33999633789062,103.43000030517578,68900.0,120.04000091552734,120.04000091552734,120.12000274658203,119.83999633789062,120.02999877929688,270000.0,,,,,,
2011-02-08,131.88592529296875,135.8000030517578,136.33999633789062,135.61000061035156,135.80999755859375,437800,102.8562240600586,102.91000366210938,103.70999908447266,102.7699966430664,103.66000366210938,101500.0,119.9800033569336,119.9800033569336,120.79000091552734,119.9000015258789,120.31999969482422,185200.0,,,,,,
2011-02-09,132.84738159179688,136.7899932861328,136.89999389648438,136.14999389648438,136.27000427246094,963100,103.45591735839844,103.51000213623047,103.68000030517578,102.94999694824219,103.05000305175781,45100.0,119.9800033569336,119.9800033569336,120.19999694824219,119.58000183105469,119.86000061035156,64800.0,,,,,,
2011-02-10,131.52655029296875,135.42999267578125,135.8300018310547,135.24000549316406,135.57000732421875,616100,102.13660430908203,102.19000244140625,102.70999908447266,102.18000030517578,102.70999908447266,43400.0,118.63999938964844,118.63999938964844,119.0,118.5199966430664,118.98999786376953,218800.0,,,,,,
2011-02-11,131.079833984375,134.97000122070312,135.19000244140625,134.4600067138672,134.64999389648438,984600,101.8267593383789,101.87999725341797,102.08999633789062,101.45999908447266,101.8499984741211,71800.0,118.41000366210938,118.41000366210938,118.58999633789062,118.19000244140625,118.4000015258789,92700.0,,,,,,
2011-02-14,130.46798706054688,134.33999633789062,134.52999877929688,134.02000427246094,134.02999877929688,545100,102.13660430908203,102.19000244140625,102.27999877929688,101.9800033569336,101.9800033569336,56200.0,118.63999938964844,118.63999938964844,118.72000122070312,118.4800033569336,118.4800033569336,43700.0,,,,,,
2011-02-15,130.41946411132812,134.2899932861328,134.75999450683594,134.25,134.60000610351562,439000,102.43646240234375,102.48999786376953,102.69000244140625,101.98999786376953,102.04000091552734,69000.0,117.9000015258789,117.9000015258789,118.12000274658203,117.80999755859375,117.94999694824219,170300.0,,,,,,
2011-02-16,131.27401733398438,135.1699981689453,135.35000610351562,134.19000244140625,134.30999755859375,457100,103.2959976196289,103.3499984741211,103.69999694824219,101.94999694824219,102.11000061035156,196600.0,118.16999816894531,118.16999816894531,118.30999755859375,117.68000030517578,117.76000213623047,115400.0,,,,,,
2011-02-17,131.62367248535156,135.52999877929688,135.63999938964844,135.1999969482422,135.25999450683594,381300,104.29547882080078,104.3499984741211,104.56999969482422,104.0,104.08999633789062,218600.0,118.56999969482422,118.56999969482422,118.77999877929688,118.37999725341797,118.4000015258789,58300.0,,,,,,
2011-02-18,132.39089965820312,136.32000732421875,136.61000061035156,135.57000732421875,135.6300048828125,1348500,104.71526336669922,104.7699966430664,104.98999786376953,104.12000274658203,104.25,105900.0,118.87999725341797,118.87999725341797,118.98999786376953,118.30999755859375,118.62999725341797,102100.0,,,,,,
2011-02-22,132.0607452392578,135.97999572753906,136.49000549316406,135.80999755859375,136.22000122070312,798400,105.54481506347656,105.5999984741211,105.80000305175781,105.27999877929688,105.5,116900.0,119.36000061035156,119.36000061035156,119.62999725341797,118.68000030517578,118.83999633789062,157100.0,,,,,,
2011-02-23,132.96389770507812,136.91000366210938,137.30999755859375,136.61000061035156,136.6199951171875,1016800,106.10453796386719,106.16000366210938,106.41000366210938,105.80000305175781,105.80999755859375,167900.0,119.76000213623047,119.76000213623047,120.0,119.41999816894531,119.41999816894531,85500.0,,,,,,
2011-02-24,133.50778198242188,137.47000122070312,137.63999938964844,137.1199951171875,137.4199981689453,1434000,106.9640884399414,107.0199966430664,107.31999969482422,106.72000122070312,107.04000091552734,268600.0,120.62999725341797,120.62999725341797,121.0199966430664,120.55999755859375,120.7699966430664,131600.0,,,,,,
2011-02-25,133.0319061279297,136.97999572753906,137.11000061035156,136.6999969482422,136.91000366210938,486200,106.69422149658203,106.75,106.80000305175781,106.3499984741211,106.4800033569336,87700.0,120.97000122070312,120.97000122070312,120.9800033569336,120.72000122070312,120.83999633789062,74000.0,,,,,,
2011-02-28,133.46888732910156,137.42999267578125,137.91000366210938,137.25999450683594,137.83999633789062,862400,106.61426544189453,106.66999816894531,106.86000061035156,106.4800033569336,106.77999877929688,105100.0,120.73999786376953,120.73999786376953,120.87000274658203,120.5199966430664,120.69999694824219,149700.0,,,,,,
2011-03-01,133.20770263671875,137.16000366210938,137.97000122070312,137.08999633789062,137.7899932861328,518300,106.56429290771484,106.62000274658203,106.86000061035156,106.43000030517578,106.44999694824219,79100.0,120.5999984741211,120.5999984741211,120.79000091552734,120.18000030517578,120.26000213623047,74600.0,,,,,,
2011-03-02,134.1108856201172,138.08999633789062,138.33999633789062,137.85000610351562,137.85000610351562,743600,107.26392364501953,107.31999969482422,107.66999816894531,107.22000122070312,107.3499984741211,128300.0,120.62999725341797,120.62999725341797,121.11000061035156,120.5999984741211,120.86000061035156,87300.0,,,,,,
2011-03-03,135.0334930419922,139.0399932861328,139.14999389648438,138.72000122070312,138.85000610351562,1072700,106.26444244384766,106.31999969482422,106.58000183105469,106.2300033569336,106.54000091552734,151100.0,119.94999694824219,119.94999694824219,120.11000061035156,119.75,120.11000061035156,49200.0,,,,,,
2011-03-04,135.2666015625,139.27999877929688,139.52999877929688,139.0399932861328,139.3300018310547,541700,106.98407745361328,107.04000091552734,107.37999725341797,106.80000305175781,107.05000305175781,91500.0,120.0,120.0,120.13999938964844,119.73999786376953,119.73999786376953,44700.0,,,,,,
2011-03-07,135.16946411132812,139.17999267578125,139.72000122070312,139.02000427246094,139.4600067138672,574500,106.90411376953125,106.95999908447266,107.2300033569336,106.8499984741211,107.0,97300.0,120.08000183105469,120.08000183105469,120.5,119.91000366210938,119.91000366210938,71300.0,,,,,,
2011-03-08,134.43136596679688,138.4199981689453,138.66000366210938,138.0800018310547,138.1699981689453,791500,105.84467315673828,105.9000015258789,106.30000305175781,105.83000183105469,105.97000122070312,69900.0,119.5,119.5,119.58000183105469,119.25,119.41000366210938,88600.0,,,,,,
2011-03-09,134.47988891601562,138.47000122070312,138.77999877929688,138.30999755859375,138.57000732421875,270000,106.52432250976562,106.58000183105469,106.8499984741211,106.47000122070312,106.80000305175781,46900.0,119.43000030517578,119.43000030517578,119.62999725341797,119.26000213623047,119.4800033569336,27200.0,,,,,,
2011-03-10,133.37277221679688,137.3300018310547,137.77999877929688,137.22000122070312,137.6199951171875,641400,106.27444458007812,106.33000183105469,106.5,106.05000305175781,106.16999816894531,77200.0,119.12000274658203,119.12000274658203,119.30000305175781,118.88999938964844,119.04000091552734,100300.0,,,,,,
